YEAR,MO,DY,T2M_MAX,WS10M,WS50M
2005,11,28,10.32,4.34,6.28
2005,11,29,9.67,9.2,11.67
2005,11,30,7.03,7.94,9.72
2005,12,1,9.46,3.02,3.9
2005,12,2,13.2,4.15,6.31
2005,12,3,14.61,3.35,4.97
2005,12,4,16.65,2.32,3.12
2005,12,5,15.05,2.8,4.19
2005,12,6,9.9,2.38,3.05
2005,12,7,15.83,2.17,3.58
2005,12,8,15.85,1.71,2.37
2005,12,9,15.1,3.33,4.97
2005,12,10,8.98,4.92,6.73
2005,12,11,8.33,3.48,5.11
2005,12,12,6.98,2.97,4.06
2005,12,13,6.97,2.23,2.99
2005,12,14,9.3,5.19,7.75
2005,12,15,10.98,5.23,8.42
2005,12,16,11.72,4.66,7.45
2005,12,17,12.36,4.39,6.84
2005,12,18,13.18,3.28,5.0
2005,12,19,13.06,5.05,7.87
2005,12,20,9.75,5.7,8.28
2005,12,21,7.28,5.65,7.29
2005,12,22,7.9,6.29,8.12
2005,12,23,9.23,5.73,8.57
2005,12,24,9.99,4.75,7.17
2005,12,25,11.13,4.77,7.14
2005,12,26,12.96,4.65,6.94
2005,12,27,12.4,4.01,5.93
2005,12,28,13.31,2.67,3.93
2005,12,29,8.44,7.38,9.04
2005,12,30,9.62,4.76,6.09
2005,12,31,13.19,2.94,4.58
2006,1,1,12.33,5.7,7.88
2006,1,2,10.03,3.9,5.36
2006,1,3,9.76,2.77,3.97
2006,1,4,9.51,2.34,3.13
2006,1,5,10.55,3.49,5.08
2006,1,6,11.49,4.27,5.97
2006,1,7,3.03,4.17,5.48
2006,1,8,6.29,3.08,4.62
2006,1,9,9.7,1.38,1.8
2006,1,10,8.59,3.47,4.9
2006,1,11,8.13,1.66,2.6
2006,1,12,8.56,2.85,4.03
2006,1,13,8.58,3.27,5.02
2006,1,14,8.31,3.16,4.35
2006,1,15,8.29,3.0,4.23
2006,1,16,8.8,6.7,9.34
2006,1,17,2.72,4.84,6.9
2006,1,18,6.63,3.58,5.6
2006,1,19,5.33,7.16,9.05
2006,1,20,8.76,7.34,9.38
2006,1,21,10.74,3.42,4.2
2006,1,22,13.19,3.37,5.14
2006,1,23,10.44,2.88,3.73
2006,1,24,10.47,4.0,5.83
2006,1,25,6.78,6.07,7.68
2006,1,26,8.65,5.37,7.34
2006,1,27,8.63,8.83,11.03
2006,1,28,9.3,7.57,9.88
2006,1,29,7.34,3.3,4.52
2006,1,30,2.54,5.98,8.52
2006,1,31,6.3,10.05,12.59
2006,2,1,10.94,3.11,3.95
2006,2,2,12.46,4.02,6.13
2006,2,3,12.39,4.97,7.54
2006,2,4,8.61,4.8,7.15
2006,2,5,11.01,2.95,3.96
2006,2,6,11.22,2.63,3.82
2006,2,7,12.33,2.88,4.59
2006,2,8,13.67,4.53,6.3
2006,2,9,15.63,5.23,7.64
2006,2,10,12.29,6.46,8.77
2006,2,11,14.02,3.77,5.32
2006,2,12,12.69,4.0,5.67
2006,2,13,12.05,3.74,4.7
2006,2,14,13.02,2.62,3.7
2006,2,15,13.8,2.83,4.0
2006,2,16,14.55,4.04,5.93
2006,2,17,15.01,3.37,4.78
2006,2,18,13.14,4.02,5.28
2006,2,19,13.93,5.42,7.16
2006,2,20,10.62,4.87,6.65
2006,2,21,10.21,4.23,5.9
2006,2,22,3.41,7.83,9.86
2006,2,23,7.24,7.05,9.27
2006,2,24,8.37,6.46,9.25
2006,2,25,10.98,4.56,6.41
2006,2,26,13.3,6.73,8.84
2006,2,27,10.08,5.93,7.99
2006,2,28,12.71,6.6,9.08
2006,3,1,11.32,5.77,7.99
2006,3,2,13.57,3.62,4.8
2006,3,3,16.45,4.48,5.87
2006,3,4,17.99,5.37,7.38
2006,3,5,11.67,8.85,11.88
2006,3,6,7.78,9.4,12.21
2006,3,7,13.73,4.78,7.07
2006,3,8,19.55,3.26,4.77
2006,3,9,20.67,3.03,4.61
2006,3,10,15.64,6.51,9.09
2006,3,11,17.96,6.24,9.52
2006,3,12,18.76,3.68,5.52
2006,3,13,22.15,3.25,4.74
2006,3,14,21.8,3.98,5.75
2006,3,15,22.41,4.02,6.24
2006,3,16,22.37,2.43,3.31
2006,3,17,23.61,6.07,8.35
2006,3,18,20.23,6.96,9.45
2006,3,19,19.07,2.88,4.3
2006,3,20,20.45,3.7,5.09
2006,3,21,12.87,5.55,7.08
2006,3,22,14.58,5.23,6.95
2006,3,23,20.35,4.48,6.3
2006,3,24,23.12,4.18,5.99
2006,3,25,23.66,2.72,3.85
2006,3,26,26.04,4.75,6.42
2006,3,27,26.48,5.23,7.76
2006,3,28,23.18,2.93,4.1
2006,3,29,24.13,3.31,4.87
2006,3,30,26.96,4.24,5.88
2006,3,31,28.57,3.57,5.26
2006,4,1,28.84,3.94,6.08
2006,4,2,28.74,1.57,2.14
2006,4,3,28.87,4.62,6.35
2006,4,4,29.32,4.94,7.27
2006,4,5,26.21,4.98,6.5
2006,4,6,19.67,5.19,6.97
2006,4,7,23.55,4.03,5.45
2006,4,8,26.21,5.98,8.48
2006,4,9,28.51,7.35,10.78
2006,4,10,28.44,4.72,6.23
2006,4,11,24.71,3.76,5.27
2006,4,12,23.47,5.29,6.82
2006,4,13,24.44,3.47,4.84
2006,4,14,21.15,6.91,9.53
2006,4,15,24.18,7.68,10.43
2006,4,16,26.69,6.68,9.23
2006,4,17,18.2,8.4,10.16
2006,4,18,19.44,3.09,4.02
2006,4,19,21.11,2.75,4.12
2006,4,20,22.12,4.09,6.05
2006,4,21,25.3,4.05,5.5
2006,4,22,26.42,3.92,5.08
2006,4,23,24.35,6.71,8.77
2006,4,24,18.16,3.56,4.77
2006,4,25,12.76,6.59,7.94
2006,4,26,17.43,9.52,11.76
2006,4,27,22.15,5.18,6.95
2006,4,28,23.45,3.89,5.21
2006,4,29,23.37,3.48,5.15
2006,4,30,26.09,3.84,5.31
2006,5,1,25.19,4.16,5.59
2006,5,2,27.19,7.12,10.02
2006,5,3,16.87,7.13,9.33
2006,5,4,18.84,6.9,8.46
2006,5,5,20.23,6.7,8.03
2006,5,6,22.3,4.11,5.33
2006,5,7,24.38,3.93,5.43
2006,5,8,26.83,3.85,5.29
2006,5,9,28.98,2.99,4.05
2006,5,10,30.36,4.6,6.0
2006,5,11,28.02,4.77,6.71
2006,5,12,29.84,4.1,5.87
2006,5,13,29.84,4.79,6.47
2006,5,14,29.87,4.39,6.06
2006,5,15,29.43,3.31,4.98
2006,5,16,31.01,1.99,3.02
2006,5,17,31.7,4.17,5.68
2006,5,18,32.75,3.4,4.83
2006,5,19,33.38,4.83,6.38
2006,5,20,28.01,4.71,6.75
2006,5,21,33.74,5.46,8.06
2006,5,22,33.72,4.34,5.95
2006,5,23,27.91,7.05,8.12
2006,5,24,22.03,7.4,9.02
2006,5,25,19.39,6.04,7.22
2006,5,26,25.02,5.55,7.16
2006,5,27,25.94,7.23,9.55
2006,5,28,31.55,6.05,8.54
2006,5,29,28.62,6.49,9.29
2006,5,30,30.81,3.42,4.69
2006,5,31,28.32,7.02,8.35
2006,6,1,23.38,5.75,6.94
2006,6,2,24.21,3.45,4.99
2006,6,3,26.19,3.42,5.06
2006,6,4,27.69,2.35,3.62
2006,6,5,29.04,5.44,7.69
2006,6,6,30.92,5.55,7.7
2006,6,7,33.58,3.17,5.1
2006,6,8,34.21,4.05,5.92
2006,6,9,32.95,3.96,5.62
2006,6,10,30.35,2.99,4.48
2006,6,11,33.14,3.62,5.2
2006,6,12,31.49,6.99,8.7
2006,6,13,31.71,10.34,13.36
2006,6,14,31.83,10.17,13.46
2006,6,15,31.84,7.25,10.6
2006,6,16,30.83,4.32,5.62
2006,6,17,27.41,7.03,8.2
2006,6,18,30.22,5.24,7.09
2006,6,19,28.62,4.6,6.23
2006,6,20,31.37,3.16,4.2
2006,6,21,34.27,4.34,6.41
2006,6,22,34.54,4.84,6.76
2006,6,23,31.39,6.66,9.06
2006,6,24,34.74,6.98,9.92
2006,6,25,35.18,4.33,5.81
2006,6,26,35.21,5.04,7.07
2006,6,27,35.81,6.55,9.32
2006,6,28,34.78,4.62,6.05
2006,6,29,33.59,4.04,5.68
2006,6,30,35.43,5.56,7.48
2006,7,1,36.48,3.48,4.95
2006,7,2,37.49,4.41,5.96
2006,7,3,36.12,5.49,7.31
2006,7,4,37.64,4.43,6.17
2006,7,5,36.33,5.9,7.44
2006,7,6,37.19,4.61,5.76
2006,7,7,37.08,4.58,6.2
2006,7,8,36.74,4.28,5.75
2006,7,9,37.05,3.91,5.3
2006,7,10,37.56,4.11,5.63
2006,7,11,35.74,4.63,6.38
2006,7,12,36.3,2.77,3.72
2006,7,13,32.9,4.79,6.52
2006,7,14,33.58,5.1,6.48
2006,7,15,34.88,3.75,4.57
2006,7,16,36.3,3.52,5.02
2006,7,17,34.54,5.55,7.57
2006,7,18,34.75,4.34,6.37
2006,7,19,36.84,5.72,8.1
2006,7,20,36.46,4.01,5.08
2006,7,21,35.81,3.1,4.36
2006,7,22,35.87,4.72,6.44
2006,7,23,34.37,3.91,5.45
2006,7,24,34.45,3.16,4.62
2006,7,25,36.31,3.91,5.46
2006,7,26,36.65,5.21,7.33
2006,7,27,36.42,4.37,6.29
2006,7,28,37.19,3.78,5.08
2006,7,29,37.12,2.14,2.71
2006,7,30,37.87,2.86,3.49
2006,7,31,38.77,3.77,4.8
2006,8,1,37.07,4.72,6.21
2006,8,2,36.59,3.36,4.88
2006,8,3,36.55,4.48,6.23
2006,8,4,34.88,4.7,6.45
2006,8,5,37.46,4.1,5.49
2006,8,6,37.91,2.05,2.84
2006,8,7,38.02,3.93,4.9
2006,8,8,35.41,6.3,7.47
2006,8,9,31.37,4.91,6.3
2006,8,10,34.4,4.98,6.95
2006,8,11,36.76,3.69,5.27
2006,8,12,36.62,4.18,5.59
2006,8,13,34.21,4.02,5.34
2006,8,14,35.03,5.78,6.99
2006,8,15,32.69,5.72,6.91
2006,8,16,31.98,4.99,6.1
2006,8,17,34.2,5.05,6.13
2006,8,18,31.88,6.56,7.43
2006,8,19,34.23,5.91,7.26
2006,8,20,36.89,4.38,5.68
2006,8,21,36.58,4.16,5.76
2006,8,22,36.32,3.8,5.3
2006,8,23,35.72,3.77,5.52
2006,8,24,35.88,1.39,1.77
2006,8,25,36.7,3.59,4.78
2006,8,26,35.47,4.86,6.59
2006,8,27,34.0,3.77,5.7
2006,8,28,34.8,4.31,5.87
2006,8,29,35.92,3.31,5.16
2006,8,30,35.53,3.76,5.65
2006,8,31,36.69,3.62,5.57
2006,9,1,34.4,3.75,5.41
2006,9,2,33.88,3.76,5.29
2006,9,3,33.69,4.2,5.44
2006,9,4,27.66,2.42,3.51
2006,9,5,27.33,5.05,6.99
2006,9,6,26.31,3.47,4.85
2006,9,7,29.46,4.07,5.38
2006,9,8,32.45,3.83,5.12
2006,9,9,32.28,4.34,5.73
2006,9,10,30.43,4.13,5.55
2006,9,11,27.68,1.91,2.67
2006,9,12,24.07,4.66,5.53
2006,9,13,20.8,3.24,4.55
2006,9,14,24.35,4.88,6.45
2006,9,15,22.93,5.06,6.64
2006,9,16,23.38,3.19,4.35
2006,9,17,28.41,3.1,4.2
2006,9,18,28.8,2.12,2.71
2006,9,19,22.74,3.44,4.59
2006,9,20,26.7,5.59,8.5
2006,9,21,27.32,6.8,9.64
2006,9,22,28.44,3.07,4.38
2006,9,23,28.67,3.62,4.58
2006,9,24,22.97,4.33,5.54
2006,9,25,25.95,3.77,5.75
2006,9,26,26.65,3.23,4.95
2006,9,27,26.81,3.54,5.16
2006,9,28,27.51,2.75,4.18
2006,9,29,27.1,2.74,3.8
2006,9,30,30.04,4.8,7.09
2006,10,1,29.3,3.96,5.84
2006,10,2,29.13,4.19,6.25
2006,10,3,30.81,4.4,6.76
2006,10,4,23.46,5.56,7.51
2006,10,5,20.22,5.15,7.2
2006,10,6,22.97,2.48,4.02
2006,10,7,23.7,4.41,6.41
2006,10,8,26.12,4.32,6.87
2006,10,9,27.62,3.72,5.45
2006,10,10,28.43,2.73,3.88
2006,10,11,23.82,3.57,4.95
2006,10,12,26.19,2.29,3.19
2006,10,13,27.3,4.38,6.79
2006,10,14,24.58,3.73,5.56
2006,10,15,25.63,3.2,4.23
2006,10,16,26.8,5.95,8.88
2006,10,17,26.77,6.17,8.04
2006,10,18,22.44,5.58,7.94
2006,10,19,21.07,2.76,4.31
2006,10,20,22.87,3.22,4.45
2006,10,21,25.61,2.41,3.45
2006,10,22,25.83,4.29,6.34
2006,10,23,25.91,4.86,7.51
2006,10,24,25.69,2.55,4.27
2006,10,25,24.07,7.96,11.48
2006,10,26,20.4,6.58,9.33
2006,10,27,18.34,7.47,9.8
2006,10,28,20.48,5.37,8.23
2006,10,29,26.67,3.41,5.31
2006,10,30,25.05,2.88,3.84
2006,10,31,26.75,3.23,4.56
2006,11,1,25.04,2.8,4.13
2006,11,2,23.94,3.27,4.8
2006,11,3,21.37,3.51,5.1
2006,11,4,22.05,2.24,3.3
2006,11,5,19.79,5.32,7.16
2006,11,6,15.33,6.23,7.77
2006,11,7,13.1,6.53,7.98
2006,11,8,15.16,5.68,7.09
2006,11,9,14.73,4.78,6.77
2006,11,10,15.48,3.28,4.77
2006,11,11,16.74,1.84,2.5
2006,11,12,17.51,2.37,3.14
2006,11,13,18.09,3.8,5.61
2006,11,14,18.46,3.0,4.59
2006,11,15,17.51,5.94,9.2
2006,11,16,17.45,6.82,10.17
2006,11,17,17.01,3.99,6.24
2006,11,18,18.94,4.09,6.03
2006,11,19,20.36,3.98,5.88
2006,11,20,20.37,4.31,6.42
2006,11,21,17.01,5.48,8.64
2006,11,22,14.62,6.1,8.4
2006,11,23,19.05,2.67,3.53
2006,11,24,19.59,4.99,7.84
2006,11,25,18.92,7.49,10.72
2006,11,26,11.4,3.1,4.91
2006,11,27,14.87,3.83,4.57
2006,11,28,16.53,2.2,2.96
2006,11,29,14.93,2.55,4.28
2006,11,30,12.93,3.31,4.49
2006,12,1,14.26,2.15,3.03
2006,12,2,14.15,5.1,7.63
2006,12,3,10.74,5.2,7.72
2006,12,4,12.52,3.19,3.91
2006,12,5,16.29,4.32,6.68
2006,12,6,10.68,6.69,9.78
2006,12,7,12.01,6.68,9.02
2006,12,8,15.95,5.45,6.91
2006,12,9,9.52,4.66,5.52
2006,12,10,5.15,6.47,8.54
2006,12,11,13.28,8.29,11.66
2006,12,12,5.55,5.26,6.97
2006,12,13,8.0,5.64,7.23
2006,12,14,8.65,3.82,5.34
2006,12,15,9.12,1.85,2.56
2006,12,16,8.58,3.88,5.48
2006,12,17,10.94,3.04,3.8
2006,12,18,12.19,3.95,6.07
2006,12,19,12.58,3.27,4.81
2006,12,20,8.2,3.71,5.18
2006,12,21,9.88,1.87,2.46
2006,12,22,6.58,2.06,2.88
2006,12,23,8.58,2.44,3.78
2006,12,24,7.19,3.12,4.62
2006,12,25,9.72,1.79,2.69
2006,12,26,10.38,2.78,3.94
2006,12,27,9.9,3.73,5.5
2006,12,28,9.73,4.55,6.7
2006,12,29,10.29,3.45,5.29
2006,12,30,12.1,2.36,3.33
2006,12,31,12.21,2.3,3.2
2007,1,1,12.44,2.92,4.02
2007,1,2,14.32,3.38,4.85
2007,1,3,14.33,3.18,4.52
2007,1,4,17.01,2.82,4.07
2007,1,5,15.37,4.4,6.99
2007,1,6,14.98,2.41,3.33
2007,1,7,15.33,2.14,2.85
2007,1,8,12.67,2.36,3.32
2007,1,9,14.94,3.96,5.73
2007,1,10,15.03,3.52,5.27
2007,1,11,13.4,4.08,6.08
2007,1,12,17.35,2.75,4.19
2007,1,13,17.65,3.52,5.05
2007,1,14,14.6,3.38,4.98
2007,1,15,14.58,3.65,5.39
2007,1,16,15.97,2.83,4.35
2007,1,17,15.57,2.55,3.62
2007,1,18,15.54,2.44,3.53
2007,1,19,15.7,1.54,1.95
2007,1,20,17.69,1.14,1.46
2007,1,21,17.39,1.93,2.91
2007,1,22,15.65,4.16,6.68
2007,1,23,13.98,3.3,5.01
2007,1,24,10.87,3.91,5.59
2007,1,25,9.14,3.46,4.84
2007,1,26,10.26,3.69,4.73
2007,1,27,10.39,4.3,6.39
2007,1,28,13.77,8.72,11.3
2007,1,29,14.25,7.07,9.19
2007,1,30,13.22,2.29,2.82
2007,1,31,15.73,3.18,4.63
2007,2,1,15.51,3.66,5.67
2007,2,2,16.05,5.73,8.55
2007,2,3,14.89,4.26,6.21
2007,2,4,12.63,4.8,6.58
2007,2,5,14.33,4.1,5.45
2007,2,6,12.3,4.92,6.84
2007,2,7,12.0,4.33,5.92
2007,2,8,15.81,4.34,6.43
2007,2,9,16.23,6.57,9.3
2007,2,10,15.8,6.66,9.12
2007,2,11,17.97,4.31,5.65
2007,2,12,21.44,4.02,5.75
2007,2,13,22.52,2.85,3.82
2007,2,14,23.17,2.63,4.05
2007,2,15,22.13,3.58,5.16
2007,2,16,21.73,6.49,10.02
2007,2,17,14.7,5.32,6.82
2007,2,18,12.74,5.77,7.79
2007,2,19,13.57,3.59,5.03
2007,2,20,10.69,2.79,3.99
2007,2,21,7.68,8.24,10.11
2007,2,22,10.65,6.43,8.56
2007,2,23,13.44,5.5,8.08
2007,2,24,14.07,3.8,5.62
2007,2,25,16.9,4.42,6.48
2007,2,26,14.99,5.45,8.18
2007,2,27,17.86,4.28,5.59
2007,2,28,20.02,3.25,4.62
2007,3,1,21.43,3.55,5.15
2007,3,2,21.76,3.42,4.88
2007,3,3,22.69,2.03,2.7
2007,3,4,23.88,3.45,4.98
2007,3,5,20.84,3.94,6.26
2007,3,6,22.63,4.18,5.84
2007,3,7,17.79,8.98,11.78
2007,3,8,11.14,15.05,18.71
2007,3,9,13.4,7.52,9.87
2007,3,10,15.9,5.18,7.41
2007,3,11,11.4,4.27,6.34
2007,3,12,15.42,3.14,4.34
2007,3,13,16.23,4.88,6.99
2007,3,14,16.51,4.5,6.8
2007,3,15,15.01,3.78,5.52
2007,3,16,12.82,2.23,3.25
2007,3,17,14.55,2.86,4.07
2007,3,18,17.94,3.96,5.71
2007,3,19,19.12,7.0,10.09
2007,3,20,13.98,8.09,10.52
2007,3,21,13.4,6.86,9.01
2007,3,22,7.01,8.34,10.9
2007,3,23,15.63,4.31,5.89
2007,3,24,18.87,3.74,5.31
2007,3,25,17.77,3.41,5.37
2007,3,26,17.74,4.77,6.23
2007,3,27,12.44,6.21,7.75
2007,3,28,14.35,7.7,9.55
2007,3,29,8.31,8.22,10.36
2007,3,30,15.98,3.2,4.41
2007,3,31,19.12,4.44,6.36
2007,4,1,18.8,7.46,10.12
2007,4,2,14.67,5.24,6.66
2007,4,3,17.45,4.05,6.02
2007,4,4,15.88,6.22,8.07
2007,4,5,15.52,5.42,7.02
2007,4,6,17.32,4.68,6.27
2007,4,7,18.4,3.5,4.57
2007,4,8,21.94,5.05,7.11
2007,4,9,23.31,7.46,10.55
2007,4,10,23.43,3.73,4.87
2007,4,11,24.01,6.44,8.3
2007,4,12,15.86,6.02,7.21
2007,4,13,16.01,6.01,8.04
2007,4,14,20.26,4.51,6.22
2007,4,15,20.48,3.49,4.98
2007,4,16,21.11,3.31,4.48
2007,4,17,18.79,7.22,10.08
2007,4,18,17.56,7.96,9.84
2007,4,19,18.26,5.89,7.52
2007,4,20,20.86,2.94,4.53
2007,4,21,22.74,9.82,12.95
2007,4,22,21.09,8.86,11.78
2007,4,23,20.05,6.59,8.61
2007,4,24,18.66,7.3,8.92
2007,4,25,20.12,2.9,3.63
2007,4,26,19.34,3.16,4.2
2007,4,27,19.0,3.21,4.38
2007,4,28,17.56,3.19,4.55
2007,4,29,20.83,4.0,5.25
2007,4,30,21.64,3.78,5.09
2007,5,1,22.24,4.7,5.87
2007,5,2,21.63,4.97,6.33
2007,5,3,20.54,6.09,7.56
2007,5,4,16.37,6.88,8.59
2007,5,5,16.5,5.03,6.74
2007,5,6,13.81,5.27,7.02
2007,5,7,17.61,5.12,7.24
2007,5,8,22.07,3.4,4.79
2007,5,9,25.44,2.21,3.09
2007,5,10,27.08,2.48,3.77
2007,5,11,25.98,3.95,5.59
2007,5,12,27.93,2.31,3.17
2007,5,13,29.26,4.53,6.26
2007,5,14,24.3,4.39,5.79
2007,5,15,26.85,4.47,6.05
2007,5,16,27.9,3.73,5.22
2007,5,17,26.83,4.2,6.31
2007,5,18,29.91,3.01,4.48
2007,5,19,31.23,3.72,5.34
2007,5,20,29.79,8.13,11.62
2007,5,21,27.86,6.39,8.54
2007,5,22,26.17,6.84,9.58
2007,5,23,24.8,6.04,8.24
2007,5,24,25.29,5.56,8.07
2007,5,25,25.62,4.59,7.01
2007,5,26,25.31,5.05,6.47
2007,5,27,20.76,5.87,8.08
2007,5,28,24.87,5.92,7.58
2007,5,29,27.52,4.04,5.96
2007,5,30,28.77,3.0,4.5
2007,5,31,28.76,3.56,5.34
2007,6,1,29.25,4.74,6.49
2007,6,2,26.5,5.03,6.92
2007,6,3,28.72,3.87,5.66
2007,6,4,29.08,2.91,4.31
2007,6,5,29.58,4.68,7.24
2007,6,6,31.15,4.2,5.98
2007,6,7,31.2,3.36,4.79
2007,6,8,31.56,3.73,5.11
2007,6,9,32.1,3.82,5.12
2007,6,10,27.73,6.53,7.81
2007,6,11,30.15,5.49,7.21
2007,6,12,32.83,3.8,5.35
2007,6,13,28.03,5.91,7.63
2007,6,14,30.69,4.31,5.98
2007,6,15,29.19,5.58,7.13
2007,6,16,33.65,2.64,4.04
2007,6,17,34.8,5.35,7.42
2007,6,18,32.95,5.08,6.23
2007,6,19,32.88,3.87,5.2
2007,6,20,31.72,5.41,6.49
2007,6,21,32.01,5.93,6.98
2007,6,22,35.3,4.3,5.62
2007,6,23,35.91,6.09,8.8
2007,6,24,36.12,6.23,9.13
2007,6,25,36.41,6.6,8.68
2007,6,26,32.76,5.07,6.26
2007,6,27,34.2,3.99,5.3
2007,6,28,34.49,5.08,6.34
2007,6,29,33.78,4.26,5.45
2007,6,30,37.05,3.22,4.53
2007,7,1,34.5,5.02,6.3
2007,7,2,34.37,4.56,6.23
2007,7,3,37.91,4.24,6.09
2007,7,4,38.14,3.76,5.27
2007,7,5,37.87,2.88,4.4
2007,7,6,37.87,5.86,8.07
2007,7,7,37.27,5.58,7.17
2007,7,8,37.2,5.26,7.05
2007,7,9,37.96,3.44,4.43
2007,7,10,34.12,5.15,6.19
2007,7,11,34.33,4.23,5.67
2007,7,12,31.26,3.64,4.34
2007,7,13,35.16,5.68,7.52
2007,7,14,36.45,4.79,6.64
2007,7,15,36.39,4.47,5.95
2007,7,16,36.86,4.01,5.41
2007,7,17,36.61,2.57,3.8
2007,7,18,36.54,3.16,4.18
2007,7,19,37.17,2.79,3.61
2007,7,20,35.98,5.13,6.41
2007,7,21,36.37,4.48,6.25
2007,7,22,35.58,4.88,6.73
2007,7,23,35.51,4.7,6.68
2007,7,24,36.76,2.35,2.94
2007,7,25,37.36,2.44,3.54
2007,7,26,37.48,4.8,6.54
2007,7,27,37.51,4.12,5.61
2007,7,28,37.01,3.85,5.76
2007,7,29,36.82,3.67,4.83
2007,7,30,36.37,5.66,7.44
2007,7,31,35.17,4.43,5.98
2007,8,1,36.91,2.84,4.04
2007,8,2,37.98,2.83,3.95
2007,8,3,37.76,4.3,6.22
2007,8,4,37.56,2.89,4.42
2007,8,5,34.57,2.54,3.16
2007,8,6,35.74,3.64,4.84
2007,8,7,36.92,5.45,6.84
2007,8,8,36.95,4.41,6.05
2007,8,9,32.22,3.6,4.5
2007,8,10,29.64,4.28,4.91
2007,8,11,30.69,3.55,4.61
2007,8,12,31.63,5.44,7.12
2007,8,13,30.37,4.59,6.07
2007,8,14,32.58,3.18,4.79
2007,8,15,34.03,3.59,5.31
2007,8,16,33.76,4.6,6.16
2007,8,17,35.78,5.1,7.17
2007,8,18,36.08,6.22,9.09
2007,8,19,36.25,5.81,8.0
2007,8,20,36.69,5.48,7.3
2007,8,21,36.07,4.09,5.23
2007,8,22,32.51,4.83,5.82
2007,8,23,34.46,4.52,5.77
2007,8,24,33.92,6.07,8.43
2007,8,25,34.13,7.02,9.48
2007,8,26,34.01,5.64,8.08
2007,8,27,33.74,3.59,5.84
2007,8,28,33.77,3.99,6.12
2007,8,29,34.99,4.34,6.64
2007,8,30,35.78,4.24,5.7
2007,8,31,34.87,4.27,5.62
2007,9,1,34.93,4.55,5.71
2007,9,2,33.4,3.61,4.69
2007,9,3,31.58,3.73,4.64
2007,9,4,32.85,4.34,5.97
2007,9,5,33.87,5.26,7.84
2007,9,6,34.43,6.17,8.89
2007,9,7,32.9,4.29,5.91
2007,9,8,33.02,3.4,5.17
2007,9,9,32.4,4.67,5.85
2007,9,10,30.88,3.72,4.45
2007,9,11,32.01,7.26,9.65
2007,9,12,31.35,7.36,10.45
2007,9,13,31.02,7.31,10.47
2007,9,14,31.23,4.13,5.71
2007,9,15,30.3,6.47,8.37
2007,9,16,30.12,6.23,8.84
2007,9,17,28.46,5.11,7.57
2007,9,18,31.72,4.27,5.84
2007,9,19,32.08,4.79,6.52
2007,9,20,29.5,4.61,5.84
2007,9,21,32.48,5.91,7.55
2007,9,22,26.6,5.84,6.89
2007,9,23,27.52,4.23,5.77
2007,9,24,27.65,4.02,5.88
2007,9,25,28.65,3.09,4.26
2007,9,26,30.38,3.05,4.29
2007,9,27,29.99,5.02,6.99
2007,9,28,26.59,6.63,9.2
2007,9,29,29.74,4.76,6.64
2007,9,30,30.55,2.91,3.95
2007,10,1,30.97,4.65,6.2
2007,10,2,24.46,5.23,6.99
2007,10,3,26.93,5.59,7.57
2007,10,4,26.25,4.04,5.27
2007,10,5,27.84,2.77,3.88
2007,10,6,27.24,3.32,4.68
2007,10,7,28.06,2.95,4.34
2007,10,8,28.39,2.38,3.66
2007,10,9,25.56,5.02,6.14
2007,10,10,26.08,3.0,4.09
2007,10,11,27.48,5.32,7.24
2007,10,12,26.51,5.34,7.52
2007,10,13,27.33,3.62,4.99
2007,10,14,26.19,4.91,7.03
2007,10,15,25.43,4.4,6.35
2007,10,16,24.02,5.84,8.19
2007,10,17,22.38,4.11,5.86
2007,10,18,17.33,4.31,6.19
2007,10,19,16.24,4.33,5.84
2007,10,20,19.01,4.41,6.16
2007,10,21,20.45,3.05,4.2
2007,10,22,23.18,3.96,5.6
2007,10,23,22.93,4.35,6.6
2007,10,24,22.32,4.51,6.81
2007,10,25,12.73,3.59,5.28
2007,10,26,14.84,2.91,4.09
2007,10,27,16.82,2.94,4.35
2007,10,28,16.29,3.86,5.58
2007,10,29,14.83,5.82,7.48
2007,10,30,17.91,4.6,6.55
2007,10,31,14.43,4.77,6.84
2007,11,1,18.64,3.22,4.86
2007,11,2,18.53,2.36,3.19
2007,11,3,19.51,4.25,6.28
2007,11,4,19.76,4.41,6.58
2007,11,5,20.86,2.27,3.13
2007,11,6,22.19,2.17,2.97
2007,11,7,18.45,3.24,4.41
2007,11,8,19.61,1.25,1.58
2007,11,9,20.12,2.15,2.91
2007,11,10,21.13,2.17,2.91
2007,11,11,20.87,1.91,2.48
2007,11,12,21.74,3.31,5.12
2007,11,13,19.15,2.81,4.48
2007,11,14,16.62,2.04,3.27
2007,11,15,16.59,4.14,6.54
2007,11,16,14.13,3.0,4.06
2007,11,17,15.08,4.77,7.12
2007,11,18,19.92,3.49,5.28
2007,11,19,20.76,5.48,8.95
2007,11,20,20.87,8.22,11.7
2007,11,21,19.15,4.17,6.61
2007,11,22,14.92,4.84,7.23
2007,11,23,11.98,3.54,4.84
2007,11,24,13.59,4.82,7.01
2007,11,25,12.33,2.2,3.2
2007,11,26,9.52,3.47,4.52
2007,11,27,8.91,6.28,7.62
2007,11,28,9.79,3.84,5.34
2007,11,29,11.64,3.2,4.46
2007,11,30,13.43,3.64,5.46
2007,12,1,13.08,3.17,4.82
2007,12,2,10.27,4.02,6.15
